거주동 코드,거주동 이름,근무동 코드,근무동 이름,출근_이동량,평균_이동시간_분,평균_이동거리_m,평균_이동거리_km,원본_행수,home_code8,work_code8,is_top80,목적지_순위,최종_가중치,is_internal
11230536,용신동,11530550,구로4동,26.22,80.55,15949.0,15.949,7,11230536,11530550,0,,,0
11230536,용신동,11500530,등촌2동,25.38,68.92,15895.21,15.895,7,11230536,11500530,0,,,0
11230536,용신동,11350720,상계10동,24.97,50.29,9377.13,9.377,7,11230536,11350720,0,,,0
11230536,용신동,11350621,중계1동,24.33,30.34,9094.67,9.095,7,11230536,11350621,0,,,0
11560710,대림2동,11230536,용신동,24.23,81.22,14451.89,14.452,6,11560710,11230536,0,,,0
11230536,용신동,11470580,신월3동,22.29,97.99,19653.91,19.654,7,11230536,11470580,0,,,0
11230536,용신동,11740690,둔촌1동,22.06,68.64,10949.76,10.95,6,11230536,11740690,0,,,0
11650550,반포본동,11230536,용신동,20.51,54.53,9146.8,9.147,6,11650550,11230536,0,,,0
11230536,용신동,11560710,대림2동,20.3,72.2,15082.0,15.082,5,11230536,11560710,0,,,0
11230536,용신동,11380580,응암1동,20.06,46.55,9657.24,9.657,6,11230536,11380580,0,,,0
11230536,용신동,11590550,상도3동,20.05,59.99,12956.07,12.956,5,11230536,11590550,0,,,0
11230536,용신동,11650550,반포본동,19.8,72.03,9025.6,9.026,6,11230536,11650550,0,,,0
11230536,용신동,11530520,구로1동,19.33,69.2,16689.4,16.689,5,11230536,11530520,0,,,0
11230536,용신동,11560585,도림동,18.99,56.07,13190.97,13.191,6,11230536,11560585,0,,,0
11170640,이촌2동,11230536,용신동,17.12,54.52,9174.78,9.175,5,11170640,11230536,0,,,0
11230536,용신동,11470620,신정1동,17.0,91.91,16195.51,16.196,5,11230536,11470620,0,,,0
11230536,용신동,11590651,사당5동,15.94,63.86,11550.4,11.55,6,11230536,11590651,0,,,0
11230536,용신동,11710531,거여1동,15.76,40.49,12813.26,12.813,5,11230536,11710531,0,,,0
11230536,용신동,11470670,신정6동,14.85,88.07,16279.42,16.279,4,11230536,11470670,0,,,0
11230536,용신동,11530595,가리봉동,14.12,177.0,15994.82,15.995,4,11230536,11530595,0,,,0
11230536,용신동,11470540,목4동,14.09,86.18,15924.14,15.924,4,11230536,11470540,0,,,0
11230536,용신동,11545710,시흥5동,14.0,84.25,17660.0,17.66,4,11230536,11545710,0,,,0
11230536,용신동,11410620,홍제1동,13.87,92.84,8268.11,8.268,4,11230536,11410620,0,,,0
11230536,용신동,11530740,개봉1동,10.58,76.6,18165.79,18.166,3,11230536,11530740,0,,,0
11560650,신길3동,11230536,용신동,10.54,116.02,13989.77,13.99,3,11560650,11230536,0,,,0
11230536,용신동,11320700,방학2동,10.33,83.92,10156.47,10.156,3,11230536,11320700,0,,,0
11230536,용신동,11560660,신길4동,9.49,58.11,12889.85,12.89,3,11230536,11560660,0,,,0
11230536,용신동,11545700,시흥4동,7.84,237.5,17594.0,17.594,2,11230536,11545700,0,,,0
11230536,용신동,11530790,수궁동,6.84,71.61,20523.61,20.524,2,11230536,11530790,0,,,0
11230536,용신동,11740590,암사3동,6.14,62.52,10188.96,10.189,2,11230536,11740590,0,,,0
11230536,용신동,11380632,신사2동,4.16,42.5,11566.0,11.566,2,11230536,11380632,0,,,0
11470610,신월6동,11230536,용신동,3.5,95.0,17281.0,17.281,1,11470610,11230536,0,,,0
11230536,용신동,11560670,신길5동,3.5,81.0,13177.0,13.177,1,11230536,11560670,0,,,0
11230536,용신동,11470680,신정7동,3.5,173.0,16459.0,16.459,1,11230536,11470680,0,,,0
11230536,용신동,11350710,상계9동,3.5,34.0,9772.0,9.772,1,11230536,11350710,0,,,0
11230536,용신동,11620625,인헌동,3.5,47.0,12821.0,12.821,1,11230536,11620625,0,,,0
11230536,용신동,11470611,신월7동,3.5,106.0,18739.0,18.739,1,11230536,11470611,0,,,0
11230536,용신동,11710540,마천1동,3.22,91.0,14665.0,14.665,1,11230536,11710540,0,,,0
11230536,용신동,11500605,가양3동,3.09,55.0,15179.0,15.179,1,11230536,11500605,0,,,0
11230536,용신동,11530760,개봉3동,2.32,57.0,17672.0,17.672,1,11230536,11530760,0,,,0
11230536,용신동,11500615,우장산동,2.31,48.0,18153.0,18.153,1,11230536,11500615,0,,,0
11230536,용신동,11470640,신정3동,2.26,95.0,18357.0,18.357,1,11230536,11470640,0,,,0
